,house_type,price,Hydro,Water,Heat,smoke,outdor_space,air_conditioning,appliances,furnished,pet_friendly,parking,size_S/Q,wifi_more,Bathrooms,Bedrooms
1239,Apartment,"$1,270",No,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,0,680,['Not Included'],[' 1'],[' 1']
1240,Apartment,"$1,625",Not Included,Not Included,Not Included,No,Not Included,No,['Fridge / Freezer'],No,No,0,861,['Not Included'],[' 1'],[' 2']
1241,Apartment,"$1,325",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,750,['Not Included'],[' 1'],[' 2']
1242,Apartment,"$1,350",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,550,['Not Included'],[' 1'],[' 1']
1243,Apartment,"$1,800",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,"1,000",['Not Included'],[' 1'],[' 3']
1244,Apartment,"$1,550",No,Yes,No,No,Yard,No,['Fridge / Freezer'],No,Yes,0,903,['Not Included'],[' 1'],[' 2']
1245,Apartment,"$1,550",No,Yes,No,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,900,['Not Included'],[' 1'],[' 2']
1246,Apartment,"$1,700",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,928,['Not Included'],[' 1'],[' 2']
1247,Apartment,"$1,600",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,773,['Not Included'],[' 1'],[' 2']
1248,Apartment,"$1,900",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,"1,120",['Not Included'],[' 1'],[' 3']
1249,Apartment,"$1,800",No,Yes,Yes,No,Yard,No,['Fridge / Freezer'],No,Yes,0,"1,102",['Not Included'],[' 1'],[' 3']
1250,Apartment,"$1,350",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,550,['Not Included'],[' 1'],[' 1']
1251,Apartment,"$1,400",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,662,['Not Included'],[' 1'],[' 1']
1252,Apartment,"$1,375",No,Yes,Yes,No,Yard,No,['Fridge / Freezer'],No,Yes,0,625,['Not Included'],[' 1'],[' 1']
1253,Apartment,"$1,550",No,Yes,Yes,No,Yard,No,['Fridge / Freezer'],No,Yes,0,818,['Not Included'],[' 1'],[' 2']
1254,Apartment,"$1,900",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,"1,093",['Not Included'],[' 1'],[' 3']
1255,Apartment,"$1,600",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,950,['Not Included'],[' 1'],[' 2']
1256,Apartment,"$1,900",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,"1,120",['Not Included'],[' 1'],[' 3']
1257,Apartment,"$1,650",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,Not Available,['Not Included'],[' 2'],[' 3']
1258,Apartment,"$1,350",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,0,477,['Not Included'],[' 1'],[' Bachelor/Studio']
1259,Apartment,"$1,500",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,0,Not Available,['Not Included'],[' 1'],[' 1']
1260,Basement,"$1,400",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,850,"['Cable / TV', 'Internet']",[' 1'],[' 2']
1261,Apartment,"$2,250",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,766,['Not Included'],[' 1.5'],[' 2']
1262,Condo,"$2,100",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Limited,1,"1,394","['Cable / TV', 'Internet']",[' 2.5'],[' 2']
1263,Basement,"$1,400",Yes,Yes,Yes,No,Balcony,No,['Laundry (In Building)'],No,No,1,900,"['Cable / TV', 'Internet']",[' 1'],[' 2']
1264,Condo,"$1,500",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,577,['Not Included'],[' 1'],[' 1']
1265,Apartment,"$1,150",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher']",No,Limited,0,Not Available,['Not Included'],[' 1'],[' Bachelor/Studio']
1266,Apartment,"$2,225",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 2']
1267,Townhouse,"$1,120",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,1,Not Available,['Not Included'],[' 1.5'],[' 2']
1268,Apartment,$650,Not Included,Not Included,Not Included,Not Available,Not Included,Not Available,['Not Included'],No,No,Not Available,Not Available,['Not Included'],[' 1'],[' 2']
1269,Apartment,"$1,950",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,Not Available,['Not Included'],[' 1'],[' 2']
1270,Apartment,$475,Not Included,Not Included,Not Included,Not Available,Not Included,Not Available,['Not Included'],No,No,Not Available,Not Available,['Not Included'],[' 1'],[' 1']
1271,Apartment,$600,Not Included,Not Included,Not Included,Not Available,Not Included,Not Available,['Not Included'],No,Yes,Not Available,Not Available,['Not Included'],[' 1'],[' Bachelor/Studio']
1272,Apartment,"$1,150",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,2,Not Available,['Not Included'],[' 1.5'],[' 2']
1273,Townhouse,"$1,160",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,1,Not Available,['Not Included'],[' 1.5'],[' 3']
1274,Apartment,$950,No,Yes,Yes,No,Balcony,No,['Laundry (In Unit)'],No,Yes,1,Not Available,['Not Included'],[' 1'],[' 2']
1275,Apartment,"$1,885",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 2']
1276,Apartment,$750,No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,1,Not Available,['Not Included'],[' 1'],[' Bachelor/Studio']
1277,Apartment,"$1,195",No,Yes,No,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,1,Not Available,['Not Included'],[' 1.5'],[' 3']
1278,Townhouse,$850,Not Included,Not Included,Not Included,Outdoors only,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,1,Not Available,['Not Included'],[' 1'],[' 3']
1279,Townhouse,"$1,245",Not Included,Not Included,Not Included,Outdoors only,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,Not Available,['Not Included'],[' 2'],[' 2']
1280,Apartment,"$1,250",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,Not Available,['Not Included'],[' 2'],[' 2']
1281,Apartment,$650,Not Included,Not Included,Not Included,Not Available,Not Included,Not Available,['Not Included'],No,No,Not Available,Not Available,['Not Included'],[' 1'],[' Bachelor/Studio']
1282,Apartment,$950,Not Included,Not Included,Not Included,Not Available,Not Included,Not Available,['Not Included'],No,Yes,Not Available,Not Available,['Not Included'],[' 1'],[' 2']
1283,Apartment,"$1,525",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,0,Not Available,['Not Included'],[' 1'],[' Bachelor/Studio']
1284,Apartment,$700,Not Included,Not Included,Not Included,Outdoors only,Not Included,No,['Not Included'],No,No,1,Not Available,['Not Included'],[' 1'],[' Bachelor/Studio']
1285,Apartment,"$1,575",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,0,Not Available,['Not Included'],[' 1'],[' 1']
1286,Apartment,"$1,590",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 1']
1287,Apartment,"$1,975",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,0,Not Available,['Not Included'],[' 2'],[' 2']
1288,Apartment,"$1,600",Not Included,Not Included,Not Included,Outdoors only,Not Included,No,['Not Included'],Yes,No,0,Not Available,['Not Included'],[' 2.5'],[' 3']
1289,Townhouse,"$1,245",Not Included,Not Included,Not Included,Outdoors only,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,Not Available,['Not Included'],[' 2'],[' 2']
1290,Apartment,$700,Not Included,Not Included,Not Included,Outdoors only,Not Included,No,['Not Included'],No,No,1,Not Available,['Not Included'],[' 1'],[' 1']
1291,Condo,"$1,250",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,Not Available,['Not Included'],[' 2'],[' 2']
1292,Apartment,"$2,350",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 2'],[' 2']
1293,Apartment,"$1,850",No,Yes,No,Yes,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,832,['Not Included'],[' 1'],[' 2']
1294,Apartment,"$1,650",No,Yes,No,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,Not Available,['Not Included'],[' 1'],[' 2']
1295,Townhouse,"$2,400",No,Yes,No,No,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,000",['Not Included'],[' 1.5'],[' 3']
1296,Apartment,$860,Yes,Yes,Yes,Outdoors only,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,"1,000","['Cable / TV', 'Internet']",[' 1'],[' 2']
1297,Townhouse,"$2,800",Not Included,Not Included,Not Included,No,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,3+,"1,000",['Not Included'],[' 2.5'],[' 3 + Den']
1298,House,"$3,900",Not Included,Not Included,Not Included,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,1,"2,500",['Not Included'],[' 3'],[' 4']
1299,Basement,$990,Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,0,320,['Not Included'],[' 1'],[' 1']
1300,House,$800,Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,1,750,"['Cable / TV', 'Internet']",[' 1'],[' 2']
1301,Apartment,"$2,200",Not Included,Not Included,Not Included,No,Not Included,No,['Laundry (In Unit)'],No,Yes,1,616,['Not Included'],[' 1'],[' 1 + Den']
1302,House,"$2,000",Not Included,Not Included,Not Included,No,Yard,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,2,"1,000",['Not Included'],[' 1'],[' 2']
1303,Basement,"$1,600",Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,0,800,['Not Included'],[' 1'],[' 2']
1304,House,Please Contact,Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,No,2,"2,490","['Cable / TV', 'Internet']",[' 2'],[' 5+']
1305,Apartment,"$1,499",No,Yes,No,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,737,['Not Included'],[' 1'],[' 1']
1306,Apartment,"$1,720",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,886,['Internet'],[' 2'],[' 2']
1307,Apartment,$795,Yes,Yes,Yes,Yes,Not Included,No,['Laundry (In Building)'],Yes,Yes,3+,320,"['Cable / TV', 'Internet']",[' 1'],[' Bachelor/Studio']
1308,Condo,"$3,300",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,898,['Not Included'],[' 2'],[' 2']
1309,Apartment,"$2,145",No,Yes,No,Outdoors only,Balcony,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Yes,0,892,"['Cable / TV', 'Internet']",[' 2'],[' 2']
1310,Apartment,$900,Yes,Yes,Yes,No,Balcony,No,['Fridge / Freezer'],Yes,No,1,300,"['Cable / TV', 'Internet']",[' 1'],[' Bachelor/Studio']
1311,Duplex/Triplex,"$1,350",Yes,Yes,Yes,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,1,900,['Internet'],[' 1'],[' 2']
1312,House,"$2,999",Not Included,Not Included,Not Included,No,Yard,No,['Laundry (In Building)'],No,Limited,2,"2,200",['Not Included'],[' 2.5'],[' 5+']
1313,Apartment,"$2,390",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,700,['Not Included'],[' 2'],[' 2']
1314,Condo,"$1,950",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,844,['Not Included'],[' 2'],[' 2']
1315,Apartment,"$1,750",Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,572,['Not Included'],[' 1'],[' 1 + Den']
1316,Apartment,"$1,200",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,0,750,['Not Included'],[' 1'],[' 1']
1317,Basement,"$1,700",Yes,Yes,Yes,Outdoors only,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,Limited,0,880,"['Cable / TV', 'Internet']",[' 1'],[' 2']
1318,House,"$5,000",No,Yes,No,Outdoors only,Yard,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"3,800",['Not Included'],[' 2.5'],[' 4']
1319,Apartment,"$1,695",No,Yes,No,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,428,['Not Included'],[' 1'],[' Bachelor/Studio']
1320,Condo,"$1,895",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",Yes,Yes,0,485,['Internet'],[' 1'],[' Bachelor/Studio']
1321,Duplex/Triplex,"$2,000",Yes,Yes,Yes,No,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",Yes,No,2,"1,200","['Cable / TV', 'Internet']",[' 1'],[' 2']
1322,Basement,$875,Yes,Yes,Yes,No,Not Included,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,3+,900,['Internet'],[' 1'],[' 1']
1323,Townhouse,"$3,100",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,2,"2,000",['Not Included'],[' 4'],[' 3']
1324,Basement,Please Contact,Yes,Yes,Yes,Outdoors only,Yard,Yes,"['Laundry (In Unit)', 'Fridge / Freezer']",Yes,Yes,2,"1,600","['Cable / TV', 'Internet']",[' 1'],[' 2']
1325,Condo,"$1,795",Yes,Yes,Yes,Outdoors only,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",Yes,Yes,1,500,['Not Included'],[' 1'],[' 1']
1326,Condo,"$2,100",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,776,['Not Included'],[' 2'],[' 2 + Den']
1327,Apartment,"$2,995",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,000",['Not Included'],[' 2'],[' 2 + Den']
1328,Apartment,"$1,250",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,550,['Not Included'],[' 1'],[' 1']
1329,Apartment,"$1,375",No,Yes,No,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,640,['Not Included'],[' 1'],[' 1']
1330,House,"$2,400",No,Yes,No,No,Yard,No,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,3+,"2,000",['Not Included'],[' 3'],[' 3 + Den']
1332,Condo,"$1,825",No,Yes,No,No,Yard,No,['Laundry (In Unit)'],Yes,No,1,700,['Not Included'],[' 1'],[' 2']
1333,Duplex/Triplex,"$1,100",Not Included,Not Included,Not Included,Yes,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,1,"1,600",['Not Included'],[' 1'],[' 3']
1334,House,"$1,600",Yes,Yes,Yes,No,Not Included,No,['Laundry (In Unit)'],No,No,0,750,['Not Included'],[' 1'],[' 2']
1335,Condo,"$2,400",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,945,['Not Included'],[' 2'],[' 2']
1336,Apartment,$850,No,Yes,No,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,1,700,['Not Included'],[' 1'],[' 1']
1337,Apartment,"$1,900",Not Included,Not Included,Not Included,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,500,['Not Included'],[' 1'],[' 1']
1338,Condo,"$2,400",Not Included,Not Included,Not Included,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,950,['Not Included'],[' 2'],[' 2']
1339,Basement,"$1,200",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Fridge / Freezer']",No,No,1,900,['Not Included'],[' 1'],[' 2']
1340,House,"$1,350",Not Included,Not Included,Not Included,No,Yard,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,"1,000",['Not Included'],[' 1'],[' 1']
1341,Basement,"$1,700",Yes,Yes,Yes,No,Not Included,No,['Laundry (In Unit)'],No,No,0,750,['Internet'],[' 1'],[' 2']
1342,House,"$1,550",No,Yes,No,No,Not Included,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,830,['Internet'],[' 1'],[' 2']
1343,Apartment,$850,No,Yes,No,No,Balcony,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,900,['Not Included'],[' 1'],[' 2']
1344,Apartment,"$2,100",No,Yes,No,No,Balcony,Yes,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,2,865,['Internet'],[' 2'],[' 2']
1345,Apartment,Please Contact,Yes,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,No,1,375,['Not Included'],[' 1'],[' 1']
1346,Apartment,$929,No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,570,['Not Included'],[' 1'],[' 1']
1347,Apartment,"$1,450",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,Not Available,['Not Included'],[' 1'],[' 1']
1348,Apartment,"$1,950",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,Not Available,['Not Included'],[' 1'],[' 2']
1349,Apartment,"$1,400",No,Yes,No,No,Yard,No,['Fridge / Freezer'],No,Yes,0,544,['Not Included'],[' 1'],[' 2']
1350,Apartment,"$2,250",No,Yes,Yes,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Limited,1,766,['Not Included'],[' 1.5'],[' 2']
1351,Apartment,"$1,898",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,554,['Not Included'],[' 1'],[' 1']
1352,Condo,"$3,300",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,1,898,['Not Included'],[' 2'],[' 2']
1353,Apartment,"$2,395",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,793,['Not Included'],[' 2'],[' 2']
1354,Apartment,$795,Yes,Yes,Yes,Yes,Not Included,No,['Laundry (In Building)'],Yes,Yes,3+,320,"['Cable / TV', 'Internet']",[' 1'],[' Bachelor/Studio']
1355,Apartment,"$1,355",Not Included,Not Included,Not Included,No,Not Included,No,['Fridge / Freezer'],No,No,0,590,['Not Included'],[' 1'],[' 1']
1356,Apartment,"$1,850",No,Yes,Yes,No,Yard,No,['Fridge / Freezer'],No,Yes,0,"1,039",['Not Included'],[' 1'],[' 3']
1357,Apartment,"$1,550",No,Yes,No,No,Balcony,No,"['Dishwasher', 'Fridge / Freezer']",No,Yes,0,857,['Not Included'],[' 1'],[' 2']
1358,Apartment,$600,Not Included,Not Included,Not Included,Not Available,Not Included,Not Available,['Not Included'],No,No,Not Available,Not Available,['Not Included'],[' 1'],[' 1']
1359,Apartment,"$1,200",No,Yes,No,No,Yard,No,['Fridge / Freezer'],No,Yes,0,543,['Not Included'],[' 1'],[' 1']
1360,Apartment,"$1,275",No,Yes,Yes,No,Balcony,No,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",No,Yes,0,600,['Not Included'],[' 1'],[' 1']
1361,Apartment,"$1,270",No,Yes,No,No,Balcony,No,"['Dishwasher', 'Fridge / Freezer']",No,Yes,0,641,['Not Included'],[' 1'],[' 1']
1362,Apartment,"$1,075",Not Included,Not Included,Not Included,No,Not Included,No,['Fridge / Freezer'],No,No,0,590,['Not Included'],[' 1'],[' Bachelor/Studio']
1363,Apartment,"$1,400",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,664,['Not Included'],[' 1'],[' 1']
1364,Apartment,"$1,500",No,Yes,Yes,No,Yard,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Yes,0,880,['Not Included'],[' 1'],[' 2']
1365,Apartment,"$1,270",No,Yes,No,No,Yard,No,['Fridge / Freezer'],No,Yes,0,662,['Not Included'],[' 1'],[' 1']
1366,Apartment,"$1,270",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,608,['Not Included'],[' 1'],[' 1']
1367,Apartment,"$1,025",No,Yes,No,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,666,['Not Included'],[' 1'],[' Bachelor/Studio']
1368,Apartment,"$1,550",No,Yes,No,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,903,['Not Included'],[' 1'],[' 2']
1369,Apartment,"$1,270",No,Yes,No,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,746,['Not Included'],[' 1'],[' 1']
1370,Apartment,"$1,575",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,975,['Not Included'],[' 1'],[' 2']
1371,Apartment,"$1,700",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,912,['Not Included'],[' 1'],[' 2']
1372,Apartment,"$1,350",No,Yes,Yes,No,Yard,No,['Fridge / Freezer'],No,Yes,0,669,['Not Included'],[' 1'],[' 1']
1373,Apartment,"$1,650",No,Yes,Yes,No,Yard,No,['Fridge / Freezer'],No,Yes,0,864,['Not Included'],[' 1'],[' 2']
1374,Apartment,"$1,800",No,Yes,Yes,No,Not Included,No,['Fridge / Freezer'],No,Yes,0,"1,100",['Not Included'],[' 1'],[' 3']
1375,Apartment,$750,Not Included,Not Included,Not Included,Outdoors only,Not Included,No,"['Laundry (In Building)', 'Fridge / Freezer']",No,Limited,1,Not Available,['Not Included'],[' 1'],[' 2']
1376,Apartment,"$1,650",No,Yes,No,No,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,0,Not Available,['Not Included'],[' 1'],[' 1']
1377,Apartment,$700,Not Included,Not Included,Not Included,Not Available,Not Included,Not Available,['Not Included'],No,No,Not Available,Not Available,['Not Included'],[' 1'],[' Bachelor/Studio']
1378,Apartment,"$1,195",Not Included,Not Included,Not Included,Outdoors only,Balcony,No,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",No,No,1,Not Available,['Not Included'],[' 1'],[' 2']
1379,Apartment,$700,No,No,Yes,Outdoors only,Not Included,No,['Not Included'],No,No,1,Not Available,['Not Included'],[' 1'],[' 1']
1380,Apartment,$900,Not Included,Not Included,Not Included,Not Available,Not Included,Not Available,['Not Included'],No,No,Not Available,Not Available,['Not Included'],[' 1'],[' 3']
1381,Apartment,Please Contact,No,No,Yes,No,Not Included,No,"['Dishwasher', 'Fridge / Freezer']",No,Yes,0,613,['Not Included'],[' 1'],[' 1']
